Chemicals,Chemical_Count,PharmGKB_ID,RS_ID,Chromosome,Postion,Gene,Annotation_ID,Level_of_Evidence,Types,Phenotypes,OMB_Races,Unknown_Race,Mixed_Population
PA165945763:cangrelor,1,PA166134955,rs6787801,chr3,151099741,P2RY12,1183491067,4,efficacy,,,1,
PA449053:clopidogrel,1,PA166134820,rs6787801,chr3,151381953,P2RY12,1446909052,3,efficacy,,white,,
PA130620651:anthracyclines and related substances,1,PA166135444,rs6759892,chr2,234601669,UGT1A6,1448109576,3,toxicity,,,,1
PA166118041:deferiprone,1,PA166136118,rs6759892,chr2,234601669,UGT1A6,1444607709,3,efficacy; toxicity,PA446432:beta-Thalassemia,asian,,
PA451846:valproic acid,1,PA166134525,rs6759892,chr2,234601669,UGT1A10; UGT1A6; UGT1A7; UGT1A8; UGT1A9,981203678,3,dosage,PA444065:Epilepsy,,1,
PA450464:methylphenidate,1,PA166152878,rs6813183,chr4,62769131,LPHN3,1447964269,3,efficacy,PA447197:Attention Deficit Disorder with Hyperactivity,,,1
PA451261:rituximab,1,PA166136132,rs6822844,chr4,123509421,IL2,1444607977,3,efficacy,"PA444822:Lupus Erythematosus, Systemic",white,,
PA10804:imatinib,1,PA166135711,rs683369,chr6,160551204,SLC22A1,1444686855,3,efficacy; pk,"PA446171:Leukemia, Myelogenous, Chronic, BCR-ABL Positive",,1,
PA449053:clopidogrel,1,PA166134677,rs6809699,chr3,151338810,P2RY12,1446909003,3,efficacy,PA443796:Coronary Artery Disease,,1,
PA450626:nicotine,1,PA166159048,rs684513,chr15,78858400,CHRNA5,1448101283,3,toxicity,PA445876:Tobacco Use Disorder,white,,
PA449072:cocaine,1,PA166159206,rs684513,chr15,78858400,CHRNA5,1448103961,3,other,PA446878:Cocaine-Related Disorders,black,,
"PA164712308:Ace Inhibitors, Plain",1,PA166136432,rs6838116,chr4,21355883,KCNIP4,1446899713,3,toxicity,,,,1
PA449053:clopidogrel,1,PA166134494,rs662,chr7,94937446,PON1,1446908961,3,efficacy; toxicity,PA443362:Angina Pectoris; PA443796:Coronary Artery Disease; PA445019:Myocardial Infarction; PA446459:Myocardial Ischemia; PA445850:Thrombosis,,,1
PA448500:atorvastatin;PA451363:simvastatin,2,PA166152794,rs662,chr7,94937446,PON1,1447962766,3,efficacy,PA444516:Hypercholesterolemia,,,1
PA449476:epirubicin;PA128406956:fluorouracil;PA131285527:oxaliplatin,3,PA166135916,rs662,chr7,94937446,PON1,1445722597,3,efficacy,PA445062:Neoplasms; PA445742:Stomach Neoplasms,asian,,
PA448803:carboplatin;PA150481189:taxanes,2,PA166136437,rs6900017,chr6,43758485,VEGFA,1448106343,3,toxicity,PA445204:Ovarian Neoplasms,,1,
PA450626:nicotine,1,PA166158953,rs686,chr5,174868700,DRD1,1448100213,3,other,PA445876:Tobacco Use Disorder,,,1
PA164713366:Tumor necrosis factor alpha (TNF-alpha) inhibitors,1,PA166161865,rs6908425,chr6,20728731,CDKAL1,1448522777,3,efficacy,PA445451:Psoriasis,white,,
PA449165:cyclophosphamide;PA449412:doxorubicin,2,PA166135443,rs6907567,chr6,110777962,SLC22A16,1183704366,3,efficacy,,,,1
PA448432:anastrozole;PA449563:exemestane,2,PA166136063,rs6901146,chr6,52445381,,1184987402,3,other,PA443560:Breast Neoplasms,,1,
PA450428:methotrexate,1,PA166135442,rs6920220,chr6,138006504,TNFAIP3,1183704357,3,efficacy,,,1,
PA448771:capecitabine;PA128406956:fluorouracil;PA164713220:Pyrimidine analogues;PA452620:tegafur,4,PA166134523,rs67376798,chr1,97547947,DPYD,1448605553,1A,toxicity; pk,PA445062:Neoplasms,,,1
PA451363:simvastatin,1,PA166153043,rs6924995,chr6,16161425,,1447982847,4,efficacy,PA444516:Hypercholesterolemia,,1,
PA164713366:Tumor necrosis factor alpha (TNF-alpha) inhibitors,1,PA166136250,rs6927172,chr6,138002175,TNFAIP3,1444687002,3,efficacy,"PA443750:Colitis, Ulcerative; PA446116:Inflammatory Bowel Diseases",,,
PA165958364:liraglutide,1,PA166135931,rs6923761,chr6,39034072,GLP1R,1446898021,3,efficacy,PA445131:Obesity; PA445376:Polycystic Ovary Syndrome,,1,
PA164748978:sitagliptin;PA165958346:vildagliptin,2,PA166158987,rs6923761,chr6,39034072,GLP1R,1448100512,3,efficacy,"PA443890:Diabetes Mellitus, Type 2",white,,
PA449383:docetaxel;PA451644:thalidomide,2,PA166134314,rs6922548,chr6,35353523,PPARD,981418927,3,efficacy,PA445425:Prostatic Neoplasms,,,1
PA452233:antipsychotics,1,PA166135441,rs6977820,chr7,154072020,,1183704347,2B,toxicity,PA447216:Schizophrenia; PA447268:tardive dyskinesia,asian,,
PA448499:atenolol,1,PA166134269,rs688,chr19,11227601,LDLR,1000539649,3,efficacy,PA444552:Hypertension,white,,
PA450272:lovastatin,1,PA166152792,rs688,chr19,11227602,LDLR,1447962742,3,efficacy,,white,,
PA449015:citalopram,1,PA166135848,rs6966038,chr7,156880398,,1444705248,4,efficacy,"PA447321:Depressive Disorder, Major",,,1
PA449015:citalopram;PA10074:escitalopram,2,PA166153489,rs696692,chr1,75057586,ERICH3,1447990949,3,efficacy,PA447207:Depressive Disorder,white,,
PA449014:cisplatin;PA449165:cyclophosphamide,2,PA166134018,rs698,chr4,100260789,ADH1C,1184348717,3,efficacy,PA445204:Ovarian Neoplasms,,,
PA164713176:Platinum compounds,1,PA166151948,rs6983267,chr8,128413305,,1447953228,3,efficacy,PA444818:Lung Neoplasms,asian,,
PA448068:salbutamol,1,PA166134761,rs6988229,chr8,139884508,COL22A1,982045086,2B,efficacy,PA443450:Asthma,,,1
PA450196:letrozole,1,PA166135992,rs700518,chr15,51529112,CYP19A1,1447682298,3,other,PA443560:Breast Neoplasms; PA166048848:Menopause,,1,
PA450084:irbesartan,1,PA166135132,rs699,chr1,230845794,AGT,1183619616,3,efficacy,"PA444552:Hypertension; PA446479:Hypertrophy, Left Ventricular",white,,
PA448499:atenolol,1,PA166135133,rs699,chr1,230845794,AGT,1183615586,3,efficacy,"PA444552:Hypertension; PA446479:Hypertrophy, Left Ventricular",white,,
"PA164712462:Antiinflammatory agents, non-steroids",1,PA166135440,rs699,chr1,230845794,AGT,1183704338,3,toxicity,,,1,
PA451205:quinapril,1,PA166152708,rs699,chr1,230845794,AGT,1447960668,3,efficacy,PA443796:Coronary Artery Disease,asian,,
"PA164712308:Ace Inhibitors, Plain",1,PA166152827,rs699,chr1,230845794,AGT,1447963437,3,efficacy,PA444552:Hypertension,,,1
PA151249535:diuretics,1,PA166134948,rs702553,chr5,59736773,PDE4D,1183490998,3,efficacy,PA445086:Nephrosclerosis,black,,
PA164746012:ranibizumab,1,PA166134648,rs699947,chr6,43736389,VEGFA,1444608425,3,efficacy,PA134850558:Macular Degeneration,,1,
PA449383:docetaxel,1,PA166136224,rs699947,chr6,43736389,VEGFA,1447945837,3,efficacy,PA443560:Breast Neoplasms,,1,
PA451346:sildenafil,1,PA166135438,rs699947,chr6,43736389,VEGFA,1183704320,3,efficacy,PA444606:Erectile Dysfunction,,,1
PA162372840:sunitinib,1,PA166135439,rs699947,chr6,43736389,VEGFA,1183704329,3,toxicity,,,1,
PA449456:enalapril,1,PA166153485,rs699947,chr6,43736389,VEGFA,1447990907,3,efficacy,PA444552:Hypertension,,1,
PA130232992:bevacizumab;PA448771:capecitabine;PA128406956:fluorouracil;PA450085:irinotecan;PA450198:leucovorin;PA131285527:oxaliplatin,6,PA166136414,rs699947,chr6,43736389,VEGFA,1446897489,3,efficacy,PA446108:Colorectal Neoplasms,,,1
PA451906:warfarin,1,PA166136426,rs699664,chr2,85780536,GGCX,1448615811,3,dosage,,asian,,
PA451906:warfarin,1,PA166160466,rs699664,chr2,85780536,GGCX,1448262920,3,efficacy,,black,,
PA451906:warfarin,1,PA166134805,rs7089580,chr10,96705222,CYP2C9,1043858896,3,dosage,,black,,
PA448497:aspirin,1,PA166152905,rs6962291,chr7,139671117,TBXAS1,1447979284,3,toxicity,PA443450:Asthma,asian,,
PA448500:atorvastatin;PA451363:simvastatin,2,PA166152795,rs705379,chr7,94953895,PON1,1447962778,3,efficacy,PA444516:Hypercholesterolemia,,1,
PA448500:atorvastatin,1,PA166152870,rs705379,chr7,94953895,PON1,1447964169,3,efficacy,PA444516:Hypercholesterolemia,,1,
PA164713176:Platinum compounds,1,PA166153054,rs7091672,chr10,120596421,EIF3A,1448106524,3,toxicity,"PA443622:Carcinoma, Non-Small-Cell Lung",asian,,
PA164713366:Tumor necrosis factor alpha (TNF-alpha) inhibitors,1,PA166134068,rs7046653,chr9,27490967,MOB3B,1183703655,3,efficacy,"PA443434:Arthritis, Rheumatoid",white,,
PA450401:methadone,1,PA166134706,rs7118900,chr11,113266820,ANKK1,982032571,3,dosage,PA444460:Heroin Dependence; PA445043:Opioid-Related Disorders,,,1
PA448561:benazepril,1,PA166135106,rs7079,chr1,230838331,AGT,1183630626,3,efficacy,PA444552:Hypertension,asian,,
PA449015:citalopram,1,PA166135659,rs7103411,chr11,27700125,BDNF,1444608045,3,efficacy,"PA447321:Depressive Disorder, Major",white,,
PA449015:citalopram,1,PA166136133,rs7124442,chr11,27677041,BDNF,1444608032,3,efficacy,"PA447321:Depressive Disorder, Major",white,,
PA10040:cetuximab;PA450085:irinotecan;PA450198:leucovorin;PA452620:tegafur,4,PA166152763,rs712830,chr7,55086780,EGFR,1447961192,3,toxicity,PA446108:Colorectal Neoplasms,,1,
PA450428:methotrexate,1,PA166134396,rs70991108,chr5,79950162,DHFR,982037068,3,toxicity,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,,1,
PA448492:asparaginase;PA449247:dexamethasone;PA450428:methotrexate,3,PA166152820,rs7142143,chr14,51403531,PYGL,1447963266,3,efficacy,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,,,1
PA161199368:iloperidone,1,PA166134179,rs7142881,chr14,32093548,NUBPL,981418889,3,toxicity,PA447300:Acquired Long QT Syndrome (aLQTS),,,1
PA450403:methamphetamine,1,PA166158938,rs713729,chr22,38455469,PICK1,1448100101,3,other,PA446876:Substance-Related Disorders,asian,,
PA134687924:erlotinib,1,PA166134084,rs712829,chr7,55086755,EGFR,981418844,4,efficacy,PA445062:Neoplasms,,,
PA150481186:topoisomerase I inhibitors,1,PA166134085,rs712829,chr7,55086755,EGFR,981418754,4,efficacy,PA445062:Neoplasms,,,
PA152031327:geldanamycin,1,PA166134086,rs712829,chr7,55086755,EGFR,981418755,4,efficacy,PA445062:Neoplasms,,,
PA164712331:Alkylating Agents,1,PA166134087,rs712829,chr7,55086754,EGFR,1000539576,4,efficacy,PA445062:Neoplasms,,,
PA131301952:gefitinib,1,PA166134088,rs712829,chr7,55086755,EGFR,1447961318,3,efficacy,PA445062:Neoplasms,,,1
PA134687924:erlotinib,1,PA166134416,rs712829,chr7,55086755,EGFR,981419073,3,toxicity,PA445062:Neoplasms,,1,
PA10040:cetuximab;PA450085:irinotecan;PA162373091:panitumumab,3,PA166135670,rs712829,chr7,55086755,EGFR,1444665989,3,efficacy,PA446108:Colorectal Neoplasms,,1,
PA450947:phenytoin,1,PA166135437,rs71486745,chr10,94936019,CYP2C9,1448105781,3,dosage,,white,,
PA449552:etoposide;PA164713176:Platinum compounds,2,PA166135436,rs716274,chr11,103418158,DYNC2H1,1446905849,2B,toxicity,,asian,,
PA449412:doxorubicin;PA165291922:doxorubicinol,2,PA166134310,rs714368,chr6,110778128,SLC22A16,1448099607,3,other,PA443560:Breast Neoplasms,asian,,
PA10832:corticosteroids,1,PA166134925,rs7160796,chr14,73394614,DCAF4,1145963231,3,efficacy,PA443450:Asthma,asian,,
PA449053:clopidogrel,1,PA166134661,rs71647872,chr16,55854302,CES1,1448107877,4,other,,,1,
PA166114414:cotinine,1,PA166153172,rs7170068,chr15,78912943,CHRNA3,1447986915,3,pk,PA445876:Tobacco Use Disorder,white,,
PA164713176:Platinum compounds,1,PA166159991,rs7170924,chr15,81583139,IL16,1448256877,3,toxicity,"PA443622:Carcinoma, Non-Small-Cell Lung",white,,
PA449563:exemestane,1,PA166135477,rs7176005,chr15,51631279,CYP19A1,1448106714,3,toxicity,PA443560:Breast Neoplasms,,1,
PA448497:aspirin,1,PA166134785,rs7179742,chr15,40063052,FSIP1,1043858646,3,toxicity,PA443450:Asthma,asian,,
PA449014:cisplatin;PA450085:irinotecan,2,PA166135434,rs7186128,chr16,16957915,,1183704296,3,efficacy,,asian,,
PA448771:capecitabine,1,PA166163252,rs7187684,chr16,55794951,CES1P1,1448602888,3,toxicity,PA443937:Drug Toxicity,,1,
PA128406956:fluorouracil,1,PA166135385,rs7194667,chr16,48242898,ABCC11,1183700283,3,toxicity,PA444773:Leukopenia; PA445062:Neoplasms,,1,
PA449053:clopidogrel,1,PA166134662,rs71647871,chr16,55857570,CES1,1446908997,2B,efficacy,,,1,
PA450464:methylphenidate,1,PA166134495,rs71647871,chr16,55857570,CES1,1448573565,3,dosage,PA447197:Attention Deficit Disorder with Hyperactivity,white,,
PA449456:enalapril,1,PA166136428,rs71647871,chr16,55857570,CES1,1446899484,3,pk,,white,,
PA450428:methotrexate,1,PA166152697,rs719235,chr8,63951681,GGH,1447960587,3,toxicity,"PA443434:Arthritis, Rheumatoid",,1,
PA451906:warfarin,1,PA166135590,rs7196161,chr16,31099660,VKORC1,1448105123,2B,dosage,,asian,,
PA449014:cisplatin;PA449748:gemcitabine,2,PA166158749,rs720106,chr11,4139978,RRM1,1448097784,3,efficacy,"PA443622:Carcinoma, Non-Small-Cell Lung",asian,,
PA452632:acenocoumarol,1,PA166136094,rs7200749,chr16,31102589,VKORC1,1185002356,3,dosage,,white,,
PA451906:warfarin,1,PA166135637,rs7200749,chr16,31102589,VKORC1,1185002312,3,dosage,,black,,
PA452619:heroin,1,PA166135539,rs724226,chr7,86325374,GRM3,1184514473,3,other,PA444460:Heroin Dependence,asian,,
PA451257:risperidone,1,PA166134221,rs724226,chr7,86325374,GRM3,981418949,3,efficacy,PA447216:Schizophrenia,,,1
PA10804:imatinib,1,PA166135589,rs724710,chr2,111907691,BCL2L11,1184986325,3,efficacy,PA445062:Neoplasms,,1,
PA449165:cyclophosphamide;PA449412:doxorubicin,2,PA166135433,rs723685,chr6,110763875,SLC22A16,1183704291,3,dosage,,,,1
PA164749390:peginterferon alfa-2a;PA164784024:peginterferon alfa-2b;PA451241:ribavirin,3,PA166159169,rs7248668,chr19,39743821,IFNL3,1448106808,3,efficacy,"PA446863:Hepatitis C, Chronic",asian,,
PA449165:cyclophosphamide,1,PA166136466,rs7254579,chr19,41494891,CYP2B6,1448106373,3,pk,PA444819:Lupus erythematosus,asian,,
PA449061:clozapine,1,PA166134938,rs72547516,chr15,75044578,CYP1A2,1156497695,4,other,,,1,
PA451363:simvastatin,1,PA166134851,rs708272,chr16,56996288,CETP,1447947100,3,efficacy,PA444516:Hypercholesterolemia; PA444517:Hyperlipoproteinemia Type II,,1,
PA448500:atorvastatin,1,PA166134852,rs708272,chr16,56996288,CETP,1447947088,3,efficacy; toxicity,,,,1
PA450272:lovastatin,1,PA166134853,rs708272,chr16,56996287,CETP,1043880213,3,efficacy,,white,,
PA451089:pravastatin,1,PA166134744,rs708272,chr16,56996287,CETP,1043880138,3,efficacy,PA443796:Coronary Artery Disease,,1,
PA133950441:hmg coa reductase inhibitors,1,PA166134849,rs708272,chr16,56996288,CETP,1447947094,3,efficacy; toxicity,PA443796:Coronary Artery Disease,,,1
PA128406956:fluorouracil,1,PA166153410,rs72549306,chr1,98058899,DPYD,1448125063,4,other,PA443560:Breast Neoplasms,,1,
PA449061:clozapine,1,PA166134936,rs72547517,chr15,75047245,CYP1A2,1155650539,4,other,,,1,
PA450566:mycophenolate mofetil,1,PA166134828,rs72551330,chr2,234580677,UGT1A9,1043859390,3,toxicity,PA165817016:Kidney Transplantation,,1,
PA451550:sulfinpyrazone,1,PA166153177,rs72551330,chr2,233672032,UGT1A9,1447986991,4,pk,,,1,
PA451547:sulfasalazine,1,PA166158896,rs72552713,chr4,89052957,ABCG2,1448099468,4,pk,,asian,,
PA165110775:SN-38,1,PA166152784,rs72551344,chr2,234669631,UGT1A9,1447962666,4,pk,,,1,
PA450395:metformin,1,PA166136123,rs72552763,chr6,160560883,SLC22A1,1444607749,3,pk,,,1,
PA128406956:fluorouracil;PA450198:leucovorin;PA131285527:oxaliplatin,3,PA166135105,rs717620,chr10,101542578,ABCC2,1448102609,3,toxicity,PA446108:Colorectal Neoplasms,white,,
PA450428:methotrexate,1,PA166135527,rs717620,chr10,101542578,ABCC2,1444705494,3,pk,"PA444756:Leukemia, Lymphoid",,1,
PA450428:methotrexate,1,PA166135528,rs717620,chr10,101542578,ABCC2,1444705500,3,pk,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,asian,,
PA128406956:fluorouracil;PA450198:leucovorin;PA131285527:oxaliplatin,3,PA166135104,rs717620,chr10,101542578,ABCC2,1448102603,3,toxicity,PA443756:Colonic Neoplasms,asian,,
PA448500:atorvastatin;PA451363:simvastatin,2,PA166135435,rs717620,chr10,101542578,ABCC2,1183704301,3,dosage,,white,,
PA10204:tenofovir,1,PA166134526,rs717620,chr10,101542578,ABCC2,1447813537,3,toxicity,PA447230:HIV,,1,
PA143485705:antiepileptics,1,PA166134527,rs717620,chr10,101542578,ABCC2,1448426848,3,efficacy,PA444065:Epilepsy,,,1
PA449493:erythromycin,1,PA166134804,rs717620,chr10,101542577,ABCC2,1043858891,3,other,,white,,
PA451581:tamoxifen,1,PA166158725,rs717620,chr10,101542578,ABCC2,1448097410,4,efficacy,PA443560:Breast Neoplasms,asian,,
PA10251:atazanavir;PA450264:lopinavir;PA451260:ritonavir;PA10204:tenofovir,4,PA166153034,rs717620,chr10,101542578,ABCC2,1447982784,3,toxicity,,,,1
PA7000:sorafenib,1,PA166160279,rs717620,chr10,101542578,ABCC2,1448258930,3,toxicity,PA444109:Exanthema,asian,,
PA449441:efavirenz,1,PA166136003,rs717620,chr10,101542578,ABCC2,1447814580,4,pk,PA447230:HIV,,1,
PA164760843:deferasirox,1,PA166136451,rs717620,chr10,101542578,ABCC2,1446905060,4,toxicity,PA446432:beta-Thalassemia,,1,
PA128406956:fluorouracil,1,PA166153405,rs72549303,chr1,97915622,DPYD,1448125031,4,other,"PA445476:Purine-Pyrimidine Metabolism, Inborn Errors",white,,
PA128406956:fluorouracil,1,PA166153406,rs72549309,chr1,98205971,DPYD,1448125025,4,other,"PA445476:Purine-Pyrimidine Metabolism, Inborn Errors",white,,
PA128406956:fluorouracil,1,PA166153414,rs72728438,chr1,97847874,DPYD,1447989801,3,other,,black,,
PA448803:carboplatin;PA449014:cisplatin;PA449383:docetaxel;PA134687924:erlotinib;PA131301952:gefitinib;PA450761:paclitaxel,6,PA166135432,rs726501,chr5,56127866,MAP3K1,1183704286,3,efficacy,,,,1
PA451906:warfarin,1,PA166160872,rs72800847,chr16,31022639,STX1B,1448267386,3,dosage,PA166123431:heart valve replacement,asian,,
PA164784024:peginterferon alfa-2b;PA451241:ribavirin,2,PA166135961,rs7270101,chr20,3193893,ITPA,1448256256,2B,toxicity,"PA446863:Hepatitis C, Chronic",,,1
PA450084:irbesartan,1,PA166153451,rs72558187,chr10,96701715,CYP2C9,1447990243,3,pk,,asian,,
PA449899:hydrochlorothiazide,1,PA166134496,rs7297610,chr12,69824023,YEATS4,981344299,2B,efficacy,PA447288:Essential hypertension; PA444552:Hypertension,black,,
PA130620651:anthracyclines and related substances,1,PA166135431,rs729147,chr4,100333267,ADH7,1448109589,3,toxicity,,,,1
PA10004:adalimumab;PA165107055:certolizumab pegol;PA449515:etanercept;PA452347:glucocorticoids;PA452639:infliximab;PA450428:methotrexate,6,PA166160814,rs7301582,chr12,10601690,KLRC1,1448266614,3,efficacy,"PA443434:Arthritis, Rheumatoid",white,,
PA448497:aspirin,1,PA166134044,rs730012,chr5,179220638,LTC4S,1446908871,2B,toxicity,PA445999:Urticaria,,,1
PA450546:montelukast,1,PA166134193,rs730012,chr5,179220638,LTC4S,1448107364,3,efficacy,PA443450:Asthma,white,,
PA449383:docetaxel;PA451644:thalidomide,2,PA166134313,rs730720,chr10,73772762,CHST3,981418926,3,efficacy,PA445425:Prostatic Neoplasms,,,1
PA450428:methotrexate,1,PA166135898,rs7317112,chr13,95923523,ABCC4,1445401286,3,toxicity,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,,1,
PA10239:clodronate,1,PA166134360,rs731236,chr12,48238757,VDR,981419054,3,efficacy,PA445172:Osteitis Deformans,white,,
PA164712582:calcium,1,PA166134803,rs731236,chr12,48238756,VDR,1043858904,3,efficacy,,,1,
PA130620651:anthracyclines and related substances,1,PA166135429,rs7319981,chr13,103723722,SLC10A2,1448109731,3,toxicity,PA445062:Neoplasms,,,1
PA128406956:fluorouracil;PA131285527:oxaliplatin,2,PA166135428,rs7325568,chr13,40818284,,1183704266,3,toxicity,PA446108:Colorectal Neoplasms,white,,
PA450464:methylphenidate,1,PA166152882,rs734644,chr4,62800728,LPHN3,1447964297,3,efficacy,PA447197:Attention Deficit Disorder with Hyperactivity,,,1
PA450566:mycophenolate mofetil,1,PA166134848,rs7311358,chr12,21015759,SLCO1B3,1043880102,3,other,PA165817016:Kidney Transplantation,,,1
PA449383:docetaxel,1,PA166135430,rs7311358,chr12,21015760,SLCO1B3,1183704276,3,other,,asian,,
PA448803:carboplatin;PA450761:paclitaxel,2,PA166153033,rs7311358,chr12,21015760,SLCO1B3,1447982773,3,toxicity,"PA443622:Carcinoma, Non-Small-Cell Lung",asian,,
PA451644:thalidomide,1,PA166134864,rs735482,chr19,45912001,ERCC1,1043880322,3,efficacy,PA444985:Multiple Myeloma,,1,
PA449748:gemcitabine,1,PA166152810,rs73748206,chr6,35607955,FKBP5,1447963068,4,other,,,1,
PA449899:hydrochlorothiazide,1,PA166135913,rs7387065,chr8,2903020,CSMD1,1445594570,3,efficacy,PA447288:Essential hypertension,white,,
PA451906:warfarin,1,PA166134156,rs7294,chr16,31102321,VKORC1,1448276193,1B,dosage,,,,1
PA452632:acenocoumarol;PA450921:phenprocoumon,2,PA166136399,rs7294,chr16,31102321,VKORC1,1445585753,2A,dosage,,,,1
PA450761:paclitaxel,1,PA166159009,rs7349683,chr4,66197804,EPHA5,1448100837,3,toxicity,PA443560:Breast Neoplasms; PA445204:Ovarian Neoplasms,,,1
PA449061:clozapine,1,PA166134123,rs742105,chr6,15573074,DTNBP1,981418798,3,efficacy,PA447216:Schizophrenia,black,,
PA450550:morphine,1,PA166135897,rs7438135,chr4,69961339,UGT2B7,1448531896,3,pk,,,1,
PA450566:mycophenolate mofetil,1,PA166135796,rs7438135,chr4,69961339,UGT2B7,1444703557,3,toxicity,PA165817016:Kidney Transplantation,,1,
PA450401:methadone,1,PA166152994,rs7438135,chr4,69961339,UGT2B7,1447981264,3,efficacy; toxicity,PA445043:Opioid-Related Disorders,asian,,
PA166110256:bufuralol;PA449273:dextromethorphan,2,PA166153032,rs745746329,chr22,42127614,CYP2D6,1447982766,4,pk,,,1,
PA449748:gemcitabine;PA450761:paclitaxel,2,PA166134022,rs747199,chr6,44194345,SLC29A1,1184748989,4,efficacy,PA443560:Breast Neoplasms,asian,,
PA165950341:ivacaftor,1,PA166135491,rs74503330,chr7,117282526,CFTR,1184472604,1A,efficacy,PA443829:Cystic Fibrosis,,1,
PA146096021:bisantrene,1,PA166134105,rs72552784,chr7,87145913,ABCB1,1000539596,4,other,,,,
PA132595336:calcein,1,PA166134106,rs72552784,chr7,87145913,ABCB1,1000539617,4,other,,,,
PA146096022:forskolin,1,PA166134107,rs72552784,chr7,87145914,ABCB1,981418847,4,other,,,,
PA451093:prazosin,1,PA166134108,rs72552784,chr7,87145914,ABCB1,981418789,4,other,,,,
